,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/mitsubishi-robotics-rv-7fl,['Mitsubishi Robotics - RV-7FL'],['Mitsubishi Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/ria-p-rv-7fl_120518_w_6ad2b360-db1d-11eb-9c17-fb0cd2fe079c.jpeg?d=232x193&c=contain'],"{'Launched in': '2018', 'Units Sold': '500', 'Servicing (Months)': '5', 'Programming Level': 'Beginner'}","['Product Description\nThe RV-series offers a highly-dynamic 6-axle articulated robot for a high degree of quality. Cycle times of only 0.32 seconds increase their productivity and thus enable their use in systems at very high speeds. The double-arm structure not only provides a plus in terms of freedom of movement, but also more stability and versatility. \nDepending on the model, the robots are fitted with two to 70 kilograms load at ranges from 504 to 2055 millimeters. Work in very confined spaces, even with wall or ceiling installation, is no problem for the RV-series. All systems up to 20 kg have the same compact robot controller.\nIn addition, all systems are fitted from the factory with built-in Ethernet, USB, tracking, camera and additional axle connections, as well as manual inputs/outputs, and therefore run with an availability of over 99.9 %.  ']","{'Payload': '7kg', 'Reach': ' 908cm', 'Axis': ' 6', 'Weight': ' 67kg', 'Repeatability': ' 0.02mm', 'Speed': ' 412.67mm/s'}",[],"{'0': 'https://bot-hive.com/product/mitsubishi-robotics-rv-4f', '1': 'https://bot-hive.com/product/mitsubishi-robotics-rv-2fl', '2': 'https://bot-hive.com/product/mitsubishi-robotics-rv-13fl', '3': 'https://bot-hive.com/product/mitsubishi-robotics-rv-7f'}"
https://bot-hive.com/product/mitsubishi-robotics-rv-4f,['Mitsubishi Robotics - RV-4F'],['Mitsubishi Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/ria-p-rv-4f_120518_w1_dafd5ed0-db1b-11eb-9c17-fb0cd2fe079c.jpeg?d=232x193&c=contain'],"{'Launched in': '2018', 'Units Sold': '500', 'Servicing (Months)': '5', 'Programming Level': 'Beginner'}","['Product Description\nThe RV-series offers a highly-dynamic 6-axle articulated robot for a high degree of quality. Cycle times of only 0.32 seconds increase their productivity and thus enable their use in systems at very high speeds. The double-arm structure not only provides a plus in terms of freedom of movement, but also more stability and versatility. \nDepending on the model, the robots are fitted with two to 70 kilograms load at ranges from 504 to 2055 millimeters. Work in very confined spaces, even with wall or ceiling installation, is no problem for the RV-series. All systems up to 20 kg have the same compact robot controller.\nIn addition, all systems are fitted from the factory with built-in Ethernet, USB, tracking, camera and additional axle connections, as well as manual inputs/outputs, and therefore run with an availability of over 99.9 %.  ']","{'Payload': '4kg', 'Reach': ' 515cm', 'Axis': ' 6', 'Weight': ' 39kg', 'Repeatability': ' 0.02mm', 'Speed': ' 513.83mm/s'}",[],"{'0': 'https://bot-hive.com/product/mitsubishi-robotics-rv-7fl', '1': 'https://bot-hive.com/product/mitsubishi-robotics-rv-2fl', '2': 'https://bot-hive.com/product/mitsubishi-robotics-rv-13fl', '3': 'https://bot-hive.com/product/mitsubishi-robotics-rv-2f'}"
https://bot-hive.com/product/hyundai-robotics-hp130,['Hyundai Robotics - HP130'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/progetto-senza-titolo-15-1_3a9aa970-db16-11eb-876e-9117c53db08d.png?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}",['Product Description\nThe HP130 robot has a 130kg payload capacity. This payload makes it suitable for medium/heavy duty handling and palletizing task. The robot has a +-0.35mm repeatability. The HP130 weighs 950kg.'],"{'Payload': '130kg', 'Reach': ' 3217cm', 'Axis': ' 4', 'Weight': ' 950kg', 'Repeatability': ' 0.35mm', 'Speed': ' 205mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-hp160', '1': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '2': 'https://bot-hive.com/product/hyundai-robotics-hh012-8', '3': 'https://bot-hive.com/product/hyundai-robotics-hh010l-5'}"
https://bot-hive.com/product/hyundai-robotics-hh130l-1,['Hyundai Robotics - HH130L'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/progetto-senza-titolo-13-1_ca57def0-db13-11eb-a1fe-d52379d2df47.png?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}","['Product Description\nThe HH130L robotic arm is ideal for medium duty welding and joint sealing task. As with the rest of the range it has an IP65 finish. The robot also has the option of an IP67 wrist protection. The HH130L Robot manipulator is designed with a thin offset arm configuration. It is similar to the HH100 floor mounting robot. The arm has an internal wiring loom so has a very smooth finish. The robot package comes complete with a Hi5 Controller, 5m Robot encoder cable, full color Teach pendant and 7.5m cable. The main task for the robot arm is in handling products up to 130Kg.']","{'Payload': '130kg', 'Reach': ' 3082cm', 'Axis': ' 6', 'Weight': ' 1400kg', 'Repeatability': ' 0.15mm', 'Speed': ' 146.67mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '1': 'https://bot-hive.com/product/hyundai-robotics-hh100sl', '2': 'https://bot-hive.com/product/hyundai-robotics-hh012-8', '3': 'https://bot-hive.com/product/hyundai-robotics-hh010l-5'}"
https://bot-hive.com/product/hyundai-robotics-hh4-3,['Hyundai Robotics - HH4'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/roboter-hh4l_2ca2d960-d4f8-11eb-863f-73508c08a7d7.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}","['Product Description\nThe HH4 is the entry-level model of the Hyundai 6-axis industrial robot. With a dead weight of 22kg and a long range of 581mm, it offers a payload of 4kg. With a repeatability of + 0.02mm, mounted on the floor, wall or upside down on the ceiling, it can be used in many ways for handling, sealing or light assembly tasks.']","{'Payload': '4kg', 'Reach': ' 581cm', 'Axis': ' 6', 'Weight': ' 22kg', 'Repeatability': ' 0.02mm', 'Speed': ' 596.66mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '1': 'https://bot-hive.com/product/hyundai-robotics-hh4l-2', '2': 'https://bot-hive.com/product/hyundai-robotics-hh7', '3': 'https://bot-hive.com/product/hyundai-robotics-hh130l-1'}"
https://bot-hive.com/product/hyundai-robotics-hh020,['Hyundai Robotics - HH020'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download_d6122840-d974-11eb-8a92-a39dbec06a45.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}","['Product Description\nThe HH020 robotic arm is ideal for small duty welding, sealing  and press handling task. As with the rest of the range it has an IP65 finish. The robot weighs 255Kg, and the robot package comes complete with a Hi5 Controller, 5m robot encoder cable, full colour Teach pendant, and 7.5m pendant cable. The main task for the robot arm is in welding, press handling and sealing.']","{'Payload': '20kg', 'Reach': ' 1742cm', 'Axis': ' 6', 'Weight': ' 225kg', 'Repeatability': ' 0.06mm', 'Speed': ' 320mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '1': 'https://bot-hive.com/product/hyundai-robotics-hh012-8', '2': 'https://bot-hive.com/product/hyundai-robotics-hh010l-5', '3': 'https://bot-hive.com/product/hyundai-robotics-hh130l-1'}"
https://bot-hive.com/product/okura-ai700-1,['Okura - Ai700'],"['Okura Yusoki Co., Ltd.']",['Articulated Robots'],['https://files.bot-hive.com/images/bothive/ai700_01b_592a7fe0-d7fc-11eb-ae34-8df998654687.jpeg?d=232x193&c=contain'],"{'Launched in': '2019', 'Units Sold': '2000', 'Servicing (Months)': '6', 'Programming Level': 'Beginner'}","['Product Description\nRobot Palletizer A series stands behind Okura palletizing expertise over decades. Okura can help customers improve their end of production line.\nThe Okura robots have been developed solely for palletizing and depalletizing purposes. These are tasks with relatively calm movements, which makes the robots very stable in operation. Okura robots require minimal maintenance. The robots are dedicated to palletizing tasks, and this ensures swift installation and easy operation.  ']","{'Payload': '160kg', 'Reach': ' 1750cm', 'Axis': ' 4', 'Weight': ' 1375kg', 'Repeatability': ' 1mm', 'Speed': ' --'}","['Delivery Times: 6 weeks', 'Shipped from: JP']","{'0': 'https://bot-hive.com/product/okura-ai1800-5', '1': 'https://bot-hive.com/product/okura-ai1800-w', '2': 'https://bot-hive.com/product/hyundai-robotics-hp130', '3': 'https://bot-hive.com/product/hyundai-robotics-hp160'}"
https://bot-hive.com/product/hyundai-robotics-hh7,['Hyundai Robotics - HH7'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/hh7_e251ac80-d7e8-11eb-95d3-f15390c80992.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}","['Product Description\nThe HH7 is the entry-level model of the Hyundai 6-axis industrial robot. With a dead weight of 42kg and a long range of 932mm, it offers a payload of 7kg. With a repeatability of + 0.03mm, mounted on the floor, wall or upside down on the ceiling, it can be used in many ways for handling, sealing or light assembly tasks.']","{'Payload': '7kg', 'Reach': ' 932cm', 'Axis': ' 6', 'Weight': ' 42kg', 'Repeatability': ' 0.03mm', 'Speed': ' 533.33mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '1': 'https://bot-hive.com/product/hyundai-robotics-hh4l-2', '2': 'https://bot-hive.com/product/hyundai-robotics-hh4-3', '3': 'https://bot-hive.com/product/hyundai-robotics-hh100sl'}"
https://bot-hive.com/product/hyundai-robotics-hh4l-2,['Hyundai Robotics - HH4L'],['Hyundai Robotics'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/roboter-hh4l_2ca2d960-d4f8-11eb-863f-73508c08a7d7.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '12', 'Programming Level': 'Intermediate'}","['Product Description\nThe HH4L is the entry-level model of the Hyundai 6-axis industrial robot. With a dead weight of 43kg and a long range of 1,131mm, it offers a payload of 4kg. With a repeatability of + 0.03mm, mounted on the floor, wall or upside down on the ceiling, it can be used in many ways for handling, sealing or light assembly tasks.']","{'Payload': '4kg', 'Reach': ' 1131cm', 'Axis': ' 6', 'Weight': ' 43kg', 'Repeatability': ' 0.03mm', 'Speed': ' 498.33mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hyundai-robotics-ys080l', '1': 'https://bot-hive.com/product/hyundai-robotics-hh7', '2': 'https://bot-hive.com/product/hyundai-robotics-hh4-3', '3': 'https://bot-hive.com/product/hyundai-robotics-hh130l-1'}"
https://bot-hive.com/product/epson-vt6l,['Epson - VT6L All-In-One'],['Epson Robots'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/vt6l_004_690x460_ad4ccf20-d4ea-11eb-8c28-13f7bc075171.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '100', 'Servicing (Months)': '5', 'Programming Level': 'Intermediate'}","['Product Description\nThe ultra affordable all-in-one solution that’s compact and easy to use.\nWith next-level technology at an incredible price, the VT6L All-in-One 6-Axis robot is ideal for a wide variety of simple applications. Delivering many of the features found in Epson’s high-end robots, including powerful Epson RC+® development software and easy integration tools such as vision guidance, the VT6L offers a reach up to 900 mm and a payload up to 6 kg. A feature-packed performer, it includes a built-in controller, plus simplified cabling with a hollow end-of-arm design – all at a remarkably low cost, in a compact, SlimLine structure. The VT6L offers 110 V and 220 V power and installs in minutes. Plus, there’s no battery required for the encoder, reducing the overall cost of ownership.']","{'Payload': '6kg', 'Reach': ' 900cm', 'Axis': ' 6', 'Weight': ' 40kg', 'Repeatability': ' 0.1mm', 'Speed': ' --'}",['Delivery Times: 8 weeks'],"{'0': 'https://bot-hive.com/product/epson-s5-a701s', '1': 'https://bot-hive.com/product/epson-c4-a601', '2': 'https://bot-hive.com/product/epson-c4l-a901', '3': 'https://bot-hive.com/product/epson-n6-a10x'}"
https://bot-hive.com/product/softgripping-four-finger-parallel-hygienic-gripper-50-mm-finger-spacing,['SoftGripping - Four Finger Parallel Hygienic Gripper - 50 Mm Finger Spacing'],['SoftGripping'],['Soft Gripper'],['https://files.bot-hive.com/images/bothive/sg_af5f4f00-2fe4-11eb-8c1d-09a7857a803a.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '200', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nCombining hygienically designed bases and arrays you get a highly sophisticated but yet fully customizable solution for food automation processes. All gaps are sealed. The whole gripper and its components itself are washable. The 1, 2 or 4 finger array can be mounted to any SoftGripper base to get a matching gripper for your application. The fingers can be easily changed wth one screw. Due to the large and flow optimized air channels, the gripper can be used for high speed pick and place applications. Besides the three standard arrays, we offer customized arrays with a different number of fingers or another distance between the fingers are available.\n• Fits to all SoftGripping Bases, Plates and Profils \n• Change the fingers without any tools \n• High speed pick and place applications \n• Custom arrays available (number of fingers and finger distance)']","{'Payload': '0.8kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.29kg', 'Repeatability': ' --', 'Speed': ' --'}","['Price:\n£££', 'Shipped from: DE']","{'0': 'https://bot-hive.com/product/softgripping-four-finger-centric-softgripper-75-cone-angle', '1': 'https://bot-hive.com/product/softgripping-construction-kit-12-combination-options-4', '2': 'https://bot-hive.com/product/softgripping-three-finger-centric-hygienic-gripper-75-mm-finger-spacing-7', '3': 'https://bot-hive.com/product/softgripping-four-finger-parallel-industrial-gripper-variable-finger-spacing'}"
https://bot-hive.com/product/softgripping-three-finger-centric-softgripper-75-cone-angle,['SoftGripping - Three Finger Centric SoftGripper - 75° Cone Angle'],['SoftGripping'],['Soft Gripper'],['https://files.bot-hive.com/images/bothive/sg_092fc7a0-2fe3-11eb-8c1d-09a7857a803a.jpeg?d=232x193&c=contain'],"{'Launched in': '2020', 'Units Sold': '200', 'Servicing (Months)': '', 'Programming Level': ''}","[""Product Description\nCobot grippers must be lightweight, easy to operate and  have no sharp edges. The flexible SoftGripping fingers in combination with the fully integrated SoftGripping Cobot bases are ideal to meet all these requirements. Depending on your gripping objects you can choose between centric or parallel SoftGripper. The number of fingers you need depends on the weight of your objects. Different sized objects can be covered by different cone angles of the fingers. You can chose between 60°, 75° and 90°. You will be surprised how safe and easy one SoftGripper can handle a broad range of objects due to its flexibility, there is no need of different gripper for different shaped objects. The fingers can be easliy mounted at the gripper base with a bayonet joint without any tools. Additionally a vacuum suction cup can be mounted centrically. These models require a compressor to grip. A vacuum system isn't needed, but can perform the full opening of the grippers. If you have special requests or uncommon sizes, we can design an individual SoftGripper perfect for your needs within two weeks.""]","{'Payload': '0.6kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.19kg', 'Repeatability': ' --', 'Speed': ' --'}","['Price:\n£££', 'Shipped from: DE']","{'0': 'https://bot-hive.com/product/softgripping-construction-kit-12-combination-options-4', '1': 'https://bot-hive.com/product/softgripping-four-finger-centric-softgripper-75-cone-angle', '2': 'https://bot-hive.com/product/softgripping-four-finger-parallel-softgripper-75-cone-angle', '3': 'https://bot-hive.com/product/softgripping-three-finger-centric-hygienic-gripper-75-mm-finger-spacing-7'}"
